model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,cls_token_is_first,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000806,True,442994021,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,0,1,1,0.1,StaticTarget,0,character,1,spatial,0.07016353494420921,0.10348115180005789,0.08599027843512078,0.01749087336493711,45,1049.4599344730377,59.96788430213928,93.02146818180839,90.16284389459794,81.6540085912009,98.67167919799498,80.13595127890972,97.8913723325975,100.0,100.0,1
id-00000807,False,787799560,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.18267897425019847,0.20396205940251722,0.20396205940251722,None,134,680.6841852664948,13.43700647354126,86.30926335198836,83.0890976579975,83.0890976579975,None,85.91460179529095,None,100.0,None,1
id-00000808,False,364086013,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07600067991916876,0.09584862631938372,0.08514605988198458,None,62,5245.698047637939,351.0814917087555,82.89694566153014,89.92969309694615,80.12994896445505,None,80.02525226599448,None,100.0,None,1
id-00000809,True,1038657807,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.07990162128178409,0.13858316488711359,0.10798729873854304,0.030595866148570534,51,14694.894052028656,579.3759644031525,93.81522781180733,92.57145764176747,86.6251159307841,98.51779935275081,86.58844663356629,98.5108349594331,100.0,100.0,1
id-00000810,False,724757159,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,2,7,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.20848246625225458,0.14457062073716567,0.14457062073716567,None,41,3411.6541426181793,222.0617938041687,73.55231970026445,82.9870247908751,82.9870247908751,None,83.33340982859733,None,100.0,None,1
id-00000811,False,162489912,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07518410106665016,0.06814996191601291,0.06814996191601291,None,45,4116.629092931747,581.0905780792236,83.38467185151075,86.50294136905723,86.50294136905723,None,85.90816563365125,None,100.0,None,1
id-00000812,False,1219891436,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.1097831747830647,0.09938989373571637,0.09938989373571637,None,68,6300.783782958984,323.420122385025,82.53819627843919,84.61711470599053,84.61711470599053,None,84.18218826806788,None,100.0,None,1
id-00000813,True,1060632151,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,2,0.05,0,0.1,1,3,1,pair-one2one,2,False,1,0,2,0.2,StaticTarget,2,phrase,0,None,0,1,0,0.05,StaticTarget,2,phrase,0,None,0.14422332363690393,0.15376802440171647,0.12383903717138424,0.029928987230332237,64,7853.029274463654,481.31273555755615,90.04413486920481,91.36796848317837,86.08219507999925,96.65374188635751,85.90723849365266,97.55711347610713,100.0,100.0,1
id-00000814,True,1685428804,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,None,None,1,pair-one2one,2,True,1,0,2,0.2,StaticTarget,2,phrase,2,class,0,1,1,0.1,StaticTarget,0,character,2,class,0.06260975502558538,0.13395061953068282,0.11941054129912969,0.014540078231553148,68,2234.761255979538,90.80190300941467,96.31252327163709,89.31327178335994,81.04298516597972,97.58355840074017,81.53343098245588,96.9975082866961,100.0,100.0,1
id-00000815,True,1783317383,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,1,word,2,class,None,None,None,None,None,None,None,None,None,0.06797670611096503,0.15028011698083485,0.10725563332464726,0.0430244836561876,45,6109.933145999908,442.8128788471222,94.67460873866993,92.64907563582662,87.18928339534351,98.10886787630973,87.10627359374459,98.02898256992299,100.0,100.0,1
id-00000816,True,1295928581,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.19826935914626545,0.18389642410672477,0.12220566456037919,0.06169075954634557,58,8009.688320398331,341.9644064903259,84.76014142706265,91.39030920588331,85.90955772385018,96.87106068791644,85.88752723936204,96.99120170896846,100.0,100.0,1
id-00000817,False,191317849,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.3121957906211416,0.3079024293000185,0.3079024293000185,None,75,661.5920031070709,82.59329462051392,87.08735129100664,87.0487904165248,87.0487904165248,None,86.26,None,100.0,None,1
id-00000818,False,1199000448,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,0,0.01,1,0.3,0,1,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.21155707841389812,0.275867380951929,0.15452138871547258,None,73,4345.749891757965,196.3535430431366,80.659705898869,90.00744700845885,82.90925592037009,None,83.00420523889863,None,100.0,None,1
id-00000819,True,1361486695,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,2,7,1,pair-one2one,2,True,1,0,0,0.05,StaticTarget,0,character,0,None,0,1,2,0.2,StaticTarget,1,word,0,None,0.130744820983275,0.1424735167600416,0.094100755585493,0.0483727611745486,48,8933.037723064423,484.6795012950897,82.69054758837507,90.37964777311984,82.94480251134944,97.81449303489025,82.57467620629346,97.79053405165874,100.0,100.0,1
id-00000820,True,1253082152,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.0708017749837118,0.16521031546955262,0.1243328982964158,0.040877417173136824,36,322.1515634059906,32.988924980163574,95.71663054852672,90.21721854191327,82.08354381767904,98.3508932661475,81.53552751326389,98.1634857760173,100.0,100.0,1
id-00000821,False,1672682302,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,1,3,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0764844088106724,0.08491056600709757,0.08491056600709757,None,33,2924.2739374637604,366.3574104309082,86.20749699162302,87.80905777082394,87.80905777082394,None,87.92711698768088,None,100.0,None,1
id-00000822,False,1901792600,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2278771474957466,0.18532623574519047,0.18532623574519047,None,66,152.55398750305176,5.820937156677246,80.69648891831113,86.35724150521078,86.35724150521078,None,85.95039050923934,None,100.0,None,1
id-00000823,True,703390827,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,1,0,2,0.2,StaticTarget,0,character,0,None,0,1,1,0.1,StaticTarget,1,word,2,class,0.04959719080558398,0.08964130359504544,0.07802571657093915,0.011615587024106288,53,2727.9105186462402,217.88893961906433,97.03933081204244,91.19839841877952,84.93717336844311,97.45962346911593,85.06950602192636,96.00234410834712,100.0,100.0,1
id-00000824,False,1864884934,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08029537901194661,0.07274649743089945,0.07274649743089945,None,63,4649.4148535728455,213.0215198993683,81.57819785926239,83.88174010202664,83.88174010202664,None,83.5489502036701,None,100.0,None,1
id-00000825,True,1007217750,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,0,1,2,0.2,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.08685997934572884,0.09990313456225354,0.09280429417210372,0.007098840390149828,52,8839.692923784256,653.4217121601105,83.23055689636931,90.92406596366789,81.98544740965639,99.86268451767937,81.98188293803807,99.78390059427336,100.0,100.0,1
id-00000826,False,384492576,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.22701630974188447,0.20874861770726996,0.20874861770726996,None,48,173.70023727416992,6.034347772598267,82.92960643752251,83.48912999473706,83.48912999473706,None,83.61301107956447,None,100.0,None,1
id-00000827,True,199354619,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,0,1,2,0.2,StaticTarget,1,word,0,None,1,0,0,0.05,StaticTarget,2,phrase,2,class,0.09507891921367194,0.14024363554554012,0.09870134535030561,0.04154229019523451,45,5087.6908531188965,514.2531085014343,88.60076912134068,90.04383306935688,81.52142053940213,98.56624559931164,81.39370813107323,98.46250579262107,100.0,100.0,1
id-00000828,False,1617084298,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,2,7,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.27292194423664895,0.8198001741025693,0.2700351634277747,None,89,293.8963906764984,5.3641517162323,81.90909940507235,69.32947428149124,86.99228189631582,None,86.97482211275315,None,100.0,None,1
id-00000829,False,1795739692,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07356802568646091,0.08520371633120508,0.08520371633120508,None,30,454.1056351661682,62.77021384239197,81.79622519109955,80.67332997414375,80.67332997414375,None,80.50168490135596,None,100.0,None,1
id-00000830,False,325694021,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,10,imdb,0,256,1,0.25,0,True,0,2,2,0.05,1,0.3,1,3,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.3926008424888819,0.2880999719417548,0.2880999719417548,None,42,418.49760603904724,192.6399462223053,79.48292533618901,87.7590824480683,87.7590824480683,None,87.312,None,100.0,None,1
id-00000831,True,711970083,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.13918789264280348,0.25203343855899846,0.18447194009761272,0.06756149846138575,38,2194.4113805294037,198.5611207485199,92.52462092288351,91.76602584992162,86.51368483970172,97.01836686014153,86.67163446084665,97.0,100.0,100.0,1
id-00000832,True,1504565545,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,True,1,0,0,0.05,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.09799799778980393,0.14044069394245096,0.0912957375215979,0.04914495642085306,78,12520.788103580475,327.5684325695038,89.00669762375145,91.36498363460656,84.59009962478457,98.13986764442855,84.86420229045467,97.88589632203882,100.0,100.0,1
id-00000833,True,224470684,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.04970565891347295,0.1409761510136827,0.07668446053744396,0.06429169047623873,54,2631.0074224472046,210.8374993801117,88.54374980804138,88.80899102685144,80.19308934984022,97.42489270386267,80.17103260713098,97.8902953586498,100.0,100.0,1
id-00000834,True,459503550,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,0,1,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.030822953333424063,0.1090354936176694,0.0801199847636993,0.028915508853970096,62,3314.634250640869,210.4571554660797,93.20298925536464,90.5877699804329,82.10577251900533,99.06976744186046,81.5833350214694,99.27007299270073,100.0,100.0,1
id-00000835,False,677248053,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.14153308232780545,0.13854981160138624,0.13854981160138624,None,31,1799.7445662021637,213.39214754104614,83.18041452029838,84.5907249249841,84.5907249249841,None,84.59590716207221,None,100.0,None,1
id-00000836,True,1022808959,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,0,0.05,StaticTarget,2,phrase,1,spatial,1,0,0,0.05,StaticTarget,0,character,0,None,0.0683933626103789,0.17677763765773494,0.12091931151321847,0.05585832614451647,77,1751.0594735145569,96.9130437374115,91.7651522751598,90.18976350010085,81.8538499578374,98.52567704236431,82.8217280351988,98.12780828756864,100.0,100.0,1
id-00000837,True,1594011714,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,1,pair-one2one,2,True,0,1,2,0.2,StaticTarget,0,character,0,None,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,0.10268066186534884,0.11923624449178565,0.10122047850470701,0.018015765987078627,37,6739.883814096451,688.6194734573364,93.32084194308744,92.51180264515645,85.9630560336968,99.06054925661611,83.13686856174482,99.38757132085188,100.0,100.0,1
id-00000838,False,1532090083,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08054027169861872,0.08642840821370483,0.08642840821370483,None,47,8201.697098731995,376.6705813407898,86.36600572612076,84.55982036124323,84.55982036124323,None,85.30363159863525,None,100.0,None,1
id-00000839,True,1102073433,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,1,0.3,None,None,0,one2one,1,True,0,1,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.08297316004477963,0.11413558711554196,0.08558876232183414,0.028546824793707817,44,10201.024213314056,639.9384627342224,84.81082513225331,91.51039512795337,83.79755486245858,99.22323539344816,83.44072380631748,98.76972452527414,100.0,100.0,1
id-00000840,False,656414849,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09595353515307962,0.09670543289989178,0.09670543289989178,None,51,2482.6033856868744,104.8991551399231,80.89614261635667,81.24092410569874,81.24092410569874,None,81.17196562016146,None,100.0,None,1
id-00000841,False,1803863512,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,0,1,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.13969572001973662,0.1185633791263209,0.09977597006382358,None,62,8855.626674413681,518.6925363540649,74.12433884263358,89.94829227642725,80.85680403159252,None,80.62804793893434,None,100.0,None,1
id-00000842,True,950446672,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,1,word,0,None,1,0,1,0.1,StaticTarget,0,character,0,None,0.11141202441318587,0.14115725726955283,0.09914260091955349,0.042014656349999346,57,7863.154667377472,489.445353269577,90.01088054156192,90.71420319223458,85.91660201780462,95.51180436666455,86.09850877875431,95.9448850848338,100.0,100.0,1
id-00000843,True,1271203050,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,1,0,2,0.2,StaticTarget,1,word,0,None,0,1,2,0.2,StaticTarget,0,character,2,class,0.07759727107234989,0.13701307263962498,0.10508344358670843,0.03192962905291653,46,5095.213004112244,471.68475103378296,95.39321932687777,90.92131293943446,83.23420664346196,98.60841923540696,83.13525930712949,98.62075480094052,100.0,100.0,1
id-00000844,False,1404839619,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.06737924907737715,0.06901310923644517,0.06901310923644517,None,58,3076.4649229049683,207.6925492286682,84.88379758489822,85.43746983193418,85.43746983193418,None,84.37728035193646,None,100.0,None,1
id-00000845,True,1704364762,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.08584071936544678,0.08525706899197961,0.08029296862148734,0.004964100370492277,47,3979.813925743103,209.5680651664734,94.29365192811095,93.26305524409048,86.71158630498792,99.81452418319304,87.94369586194568,99.8224004583214,100.0,100.0,1
id-00000846,True,73638547,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,None,None,0,one2one,1,False,1,0,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.15126604372132535,0.1634798392069141,0.13480843309151827,0.028671406115395853,71,2741.968148469925,103.48309445381165,91.44721042130818,90.61901798857156,81.95448240287149,99.28355357427161,81.69523100897197,99.40581542351454,100.0,100.0,1
id-00000847,True,438184354,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,None,None,0,one2one,1,False,0,1,1,0.1,StaticTarget,1,word,2,class,None,None,None,None,None,None,None,None,None,0.07195651116541803,0.12058192360026188,0.08068685368179966,0.03989506991846221,58,4657.93007683754,220.30747437477112,82.44551582463195,90.21830844023134,81.10926262037299,99.32735426008968,81.52620834964432,98.91696750902527,100.0,100.0,1
id-00000848,True,1376150225,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,2,7,0,one2one,1,True,1,0,0,0.05,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.09729003265885444,0.1801400307922426,0.10825580184084142,0.07188422895140117,41,774.3739855289459,45.90803241729736,87.1033312499506,88.95590356367362,80.74868655997133,97.16312056737588,81.66273692628808,95.21739130434783,100.0,100.0,1
id-00000849,True,177349576,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,1,0,2,0.2,StaticTarget,1,word,2,class,0,1,2,0.2,StaticTarget,0,character,2,class,0.09363371296005334,0.22660399741921525,0.13498288127918576,0.09162111614002949,37,810.7703576087952,95.06605505943298,94.0427638007201,89.61519198867742,82.27740105151125,96.9529829258436,83.0594105657345,97.02826228367421,100.0,100.0,1
id-00000850,False,1760338039,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09320599805742169,0.10319065576749421,0.10319065576749421,None,33,5422.510244369507,1954.8514533042908,85.84957047665101,83.84917531833773,83.84917531833773,None,83.80335958444147,None,100.0,None,1
id-00000851,True,1062231471,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,0,character,0,None,1,0,2,0.2,StaticTarget,0,character,1,spatial,0.13658372409408912,0.26371299786770913,0.16578633945721846,0.09792665841049068,51,2644.598972082138,213.28545546531677,92.27987734433938,90.38263198033528,85.7564909885807,95.00877297208987,85.59744910301619,95.31116578916485,100.0,100.0,1
id-00000852,False,9552036,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.11984377629850564,0.0838116090712448,0.0838116090712448,None,46,6480.938798189163,366.20387959480286,76.7515471176429,85.75442450436977,85.75442450436977,None,85.82638279284541,None,100.0,None,1
